,image,name,price,link,brand,category
12,http://image.s5a.com/is/image/saks/0400092026864_247x329.jpg,Christy Metallic Leather Lace-Up Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447025235&R=400920268748&P_name=Aquazzura&N=306624248&bmUID=lAuuQI9,Aquazzura,Flats
13,http://image.s5a.com/is/image/saks/0400092026898_247x329.jpg,Christy Suede Lace-Up Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447021830&R=400920269059&P_name=Aquazzura&N=306624248&bmUID=lAuuQIa,Aquazzura,Flats
14,http://image.s5a.com/is/image/saks/0400092047651_247x329.jpg,Sunshine Pom-Pom Suede Lace-Up Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447022661&R=400920476549&P_name=Aquazzura&N=306624248&bmUID=lAuuQIb,Aquazzura,Flats
15,http://image.s5a.com/is/image/saks/0400092053929_247x329.jpg,Sunshine Suede Lace-Up Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447022984&R=400920539329&P_name=Aquazzura&N=306624248&bmUID=lAuuQIc,Aquazzura,Flats
16,http://image.s5a.com/is/image/saks/0400092053959_247x329.jpg,Sunshine Pom-Pom Suede Lace-Up Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447023023&R=400920539725&P_name=Aquazzura&N=306624248&bmUID=lAuuQId,Aquazzura,Flats
17,http://image.s5a.com/is/image/saks/0400092054087_247x329.jpg,St. Tropez Tied Suede Point-Toe Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447022992&R=400920541223&P_name=Aquazzura&N=306624248&bmUID=lAuuQIe,Aquazzura,Flats
18,http://image.s5a.com/is/image/saks/0400092112365_247x329.jpg,Pandora Embellished Suede Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447024993&R=400921123817&P_name=Aquazzura&N=306624248&bmUID=lAuuQIf,Aquazzura,Flats
19,http://image.s5a.com/is/image/saks/0400092112389_247x329.jpg,Mischa Leather Point-Toe Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447024891&R=400921123930&P_name=Aquazzura&N=306624248&bmUID=lAuuQIg,Aquazzura,Flats
20,http://image.s5a.com/is/image/saks/0400092113789_247x329.jpg,Sunshine Pom-Pom Metallic Leather Espadrille Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447025118&R=400921137982&P_name=Aquazzura&N=306624248&bmUID=lAuuQIh,Aquazzura,Flats
21,http://image.s5a.com/is/image/saks/0400092113885_247x329.jpg,Sunshine Pom-Pom Suede Espadrille Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447025092&R=400921138866&P_name=Aquazzura&N=306624248&bmUID=lAuuQIi,Aquazzura,Flats
22,http://image.s5a.com/is/image/saks/0400088275477_247x329.jpg,Intrecciato Metallic Leather Espadrille Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446881314&R=828833770637&P_name=Bottega+Veneta&N=306624248&bmUID=lAuuQIj,Bottega Veneta,Flats
23,http://image.s5a.com/is/image/saks/0400089910479_247x329.jpg,Intrecciato Leather Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446961783&R=828833786980&P_name=Bottega+Veneta&N=306624248&bmUID=lAuuQIk,Bottega Veneta,Flats
24,http://image.s5a.com/is/image/saks/0400089910527_247x329.jpg,Metallic Intrecciato Leather Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446961778&R=828833790727&P_name=Bottega+Veneta&N=306624248&bmUID=lAuuQIl,Bottega Veneta,Flats
25,http://image.s5a.com/is/image/saks/0441987056299_247x329.jpg,Woven Leather Smoking Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446730067&R=828833743679&P_name=Bottega+Veneta&N=306624248&bmUID=lAuuQIm,Bottega Veneta,Flats
26,http://image.s5a.com/is/image/saks/0400092823804_247x329.jpg,Monili-Beaded Metallic Leather D'Orsay Ankle-Strap Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447048428&R=889187603347&P_name=Brunello+Cucinelli&N=306624248&bmUID=lAuuQIn,Brunello Cucinelli,Flats
27,http://image.s5a.com/is/image/saks/0400089316198_247x329.jpg,Hodgeson Laser-Cut Metallic Leather Espadrille Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446939377&R=5045493596741&P_name=Burberry&N=306624248&bmUID=lAuuQIo,Burberry,Flats
28,http://image.s5a.com/is/image/saks/0400089316231_247x329.jpg,Hodgeson Laser-Cut Leather Espadrille Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446939383&R=5045493595874&P_name=Burberry&N=306624248&bmUID=lAuuQIp,Burberry,Flats
29,http://image.s5a.com/is/image/saks/0400089316252_247x329.jpg,Hodegson Laser-Cut Leather Espadrille Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446939402&R=5045493596147&P_name=Burberry&N=306624248&bmUID=lAuuQIq,Burberry,Flats
30,http://image.s5a.com/is/image/saks/0400089926117_247x329.jpg,Hodgeson Check Canvas Espadrille Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446962383&R=5045418381469&P_name=Burberry&N=306624248&bmUID=lAuuQIr,Burberry,Flats
31,http://image.s5a.com/is/image/saks/0400092354110_247x329.jpg,Hodgeson Floral Espadrille Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447035696&R=5045498107713&P_name=Burberry&N=306624248&bmUID=lAuuQIs,Burberry,Flats
32,http://image.s5a.com/is/image/saks/0400092354141_247x329.jpg,Avonwick Quilted Suede Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447035677&R=5045498098622&P_name=Burberry&N=306624248&bmUID=lAuuQIt,Burberry,Flats
33,http://image.s5a.com/is/image/saks/0400092354288_247x329.jpg,Hodgeson Floral Espadrille Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447035702&R=5045498107089&P_name=Burberry&N=306624248&bmUID=lAuuQIu,Burberry,Flats
34,http://image.s5a.com/is/image/saks/0442037200365_247x329.jpg,Avonwick Leather & Canvas Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446752211&R=5045450917367&P_name=Burberry&N=306624248&bmUID=lAuuQIv,Burberry,Flats
35,http://image.s5a.com/is/image/saks/0400087299151_247x329.jpg,Leopard-Print Calf Hair Kitty Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446833915&R=5054490062500&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQIw,Charlotte Olympia,Flats
36,http://image.s5a.com/is/image/saks/0400090702320_247x329.jpg,Leopard-Print Calf Hair Kitty Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446990496&R=400907023278&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQIx,Charlotte Olympia,Flats
37,http://image.s5a.com/is/image/saks/0400090702584_247x329.jpg,Kitty Embroidered Velvet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446990525&R=400907026606&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQIy,Charlotte Olympia,Flats
38,http://image.s5a.com/is/image/saks/0400090702628_247x329.jpg,Velvet Kitty Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446990564&R=400907025883&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQIz,Charlotte Olympia,Flats
39,http://image.s5a.com/is/image/saks/0400092799887_247x329.jpg,Velvet Cheeky Emoticon Kitty Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447047949&R=400927998976&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQIA,Charlotte Olympia,Flats
40,http://image.s5a.com/is/image/saks/0400092800015_247x329.jpg,Velvet LOL Emoticon Kitty Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447047964&R=400928000197&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQIB,Charlotte Olympia,Flats
41,http://image.s5a.com/is/image/saks/0400092800061_247x329.jpg,Velvet Flirty Emoticon Kitty Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447047935&R=400928000678&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQIC,Charlotte Olympia,Flats
42,http://image.s5a.com/is/image/saks/0400092803030_247x329.jpg,Barbie® Pretty In Pink Kitty Leopard-Print Velvet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447048157&R=400928030347&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQID,Charlotte Olympia,Flats
43,http://image.s5a.com/is/image/saks/0400092803108_247x329.jpg,Barbie® Pretty In Pink Kitty Velvet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447064885&R=400928031108&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQIE,Charlotte Olympia,Flats
44,http://image.s5a.com/is/image/saks/0400092803858_247x329.jpg,Kitty Polka Dot Leather Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447048234&R=400928038718&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQIF,Charlotte Olympia,Flats
45,http://image.s5a.com/is/image/saks/0400092803985_247x329.jpg,Kitty Floral-Embroidered Linen Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447048233&R=400928039937&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQIG,Charlotte Olympia,Flats
46,http://image.s5a.com/is/image/saks/0441944553793_247x329.jpg,Kitty Embroidered Velvet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446812475&R=5054490062913&P_name=Charlotte+Olympia&N=306624248&bmUID=lAuuQIH,Charlotte Olympia,Flats
47,http://image.s5a.com/is/image/saks/0400092135418_247x329.jpg,Winking Paillettes Smoking Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447025665&R=799463315812&P_name=Chiara+Ferragni&N=306624248&bmUID=lAuuQII,Chiara Ferragni,Flats
48,http://image.s5a.com/is/image/saks/0400087284411_247x329.jpg,Scalloped Metallic Leather Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446832796&R=8051404032502&P_name=Chlo%26%23233%3B&N=306624248&bmUID=lAuuQIJ,Chloé,Flats
49,http://image.s5a.com/is/image/saks/0400090318135_247x329.jpg,Scalloped Leather Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446974575&R=3610926245408&P_name=Chlo%26%23233%3B&N=306624248&bmUID=lAuuQIK,Chloé,Flats
50,http://image.s5a.com/is/image/saks/0462210716742_247x329.jpg,Suede Scalloped Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446668672&R=8051404057987&P_name=Chlo%26%23233%3B&N=306624248&bmUID=lAuuQIL,Chloé,Flats
51,http://image.s5a.com/is/image/saks/0462272878846_247x329.jpg,Scalloped Leather Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446765615&R=8051404033042&P_name=Chlo%26%23233%3B&N=306624248&bmUID=lAuuQIM,Chloé,Flats
52,http://image.s5a.com/is/image/saks/0400088831455_247x329.jpg,Mix Patent Spiked Knotted Mesh Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446907401&R=400888314631&P_name=Christian+Louboutin&N=306624248&bmUID=lAuuQIN,Christian Louboutin,Flats
53,http://image.s5a.com/is/image/saks/0400088831472_247x329.jpg,,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446907400&R=400888314822&P_name=Christian+Louboutin&N=306624248&bmUID=lAuuQIO,Christian Louboutin,Flats
54,http://image.s5a.com/is/image/saks/0400090876155_247x329.jpg,Toerless Muse Leather Cage Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447003901&R=400908779471&P_name=Christian+Louboutin&N=306624248&bmUID=lAuuQIP,Christian Louboutin,Flats
55,http://image.s5a.com/is/image/saks/0400090877985_247x329.jpg,Neoflat Suede-Trim Mesh Point-Toe Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447004379&R=400908779914&P_name=Christian+Louboutin&N=306624248&bmUID=lAuuQIQ,Christian Louboutin,Flats
56,http://image.s5a.com/is/image/saks/0400090878004_247x329.jpg,Farfaclou Spikes Leather D'Orsay Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447004394&R=400908780095&P_name=Christian+Louboutin&N=306624248&bmUID=lAuuQIR,Christian Louboutin,Flats
57,http://image.s5a.com/is/image/saks/0400090881803_247x329.jpg,Gravitanita Star Stud Suede Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447004308&R=400908818187&P_name=Christian+Louboutin&N=306624248&bmUID=lAuuQIS,Christian Louboutin,Flats
58,http://image.s5a.com/is/image/saks/0400090883334_247x329.jpg,Solasofia Suede Point-Toe Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447004670&R=400908835702&P_name=Christian+Louboutin&N=306624248&bmUID=lAuuQIT,Christian Louboutin,Flats
59,http://image.s5a.com/is/image/saks/0400090883955_247x329.jpg,Solasofia Metallic Python-Print Leather Flat,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447004472&R=400908839601&P_name=Christian+Louboutin&N=306624248&bmUID=lAuuQIU,Christian Louboutin,Flats
60,http://image.s5a.com/is/image/saks/0400092138043_247x329.jpg,Medinana Suede Fringe Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447025895&R=400921380500&P_name=Christian+Louboutin&N=306624248&bmUID=lAuuQIV,Christian Louboutin,Flats
61,http://image.s5a.com/is/image/saks/0400086899113_247x329.jpg,Tali Bow Leather Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446809391&R=13816643491&P_name=Cole+Haan&N=306624248&bmUID=lAuuQIW,Cole Haan,Flats
62,http://image.s5a.com/is/image/saks/0400090562476_247x329.jpg,Alice Bow Patent Leather Skimmer Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446984072&R=889203432623&P_name=Cole+Haan&N=306624248&bmUID=lAuuQIX,Cole Haan,Flats
63,http://image.s5a.com/is/image/saks/0400090562896_247x329.jpg,Alice Bow Snake-Embossed Leather Skimmer Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446984024&R=889203432944&P_name=Cole+Haan&N=306624248&bmUID=lAuuQIY,Cole Haan,Flats
64,http://image.s5a.com/is/image/saks/0400092175529_247x329.jpg,Tali Bow Glitter Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447027635&R=190595065826&P_name=Cole+Haan&N=306624248&bmUID=lAuuQIZ,Cole Haan,Flats
65,http://image.s5a.com/is/image/saks/0400092175553_247x329.jpg,Tali Bow Metallic Glitter Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447027682&R=190595066588&P_name=Cole+Haan&N=306624248&bmUID=lAuuQI_,Cole Haan,Flats
66,http://image.s5a.com/is/image/saks/0400092175932_247x329.jpg,StudioGrand Packable Neoprene & Leather Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447027706&R=889203990796&P_name=Cole+Haan&N=306624248&bmUID=lAuuQI.,Cole Haan,Flats
67,http://image.s5a.com/is/image/saks/0400089661163_247x329.jpg,Cambridge Suede Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446952258&R=93639454504&P_name=Diane+von+Furstenberg&N=306624248&bmUID=lAuuQJ0,Diane von Furstenberg,Flats
68,http://image.s5a.com/is/image/saks/0400090802406_247x329.jpg,Paris Leather Lace-Up Ballet Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446996531&R=727679250276&P_name=Diane+von+Furstenberg&N=306624248&bmUID=lAuuQJ1,Diane von Furstenberg,Flats
69,http://image.s5a.com/is/image/saks/0400092884875_247x329.jpg,Dakar Kid Suede Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447050661&R=727682465094&P_name=Diane+von+Furstenberg&N=306624248&bmUID=lAuuQJ2,Diane von Furstenberg,Flats
70,http://image.s5a.com/is/image/saks/0400087523711_247x329.jpg,Embellished Lace Loafers,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524446850351&R=8058696746254&P_name=Dolce+%26+Gabbana&N=306624248&bmUID=lAuuQJ3,Dolce & Gabbana,Flats
71,http://image.s5a.com/is/image/saks/0400092467333_247x329.jpg,Carretto Leather Espadrilles,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447039726&R=8057001403929&P_name=Dolce+%26+Gabbana&N=306624248&bmUID=lAuuQJ4,Dolce & Gabbana,Flats
72,http://image.s5a.com/is/image/saks/0400092467502_247x329.jpg,Crystal-Embellished Rose Brocade Skimmer Flats,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447039712&R=8057001343195&P_name=Dolce+%26+Gabbana&N=306624248&bmUID=lAuuQJ5,Dolce & Gabbana,Flats
73,http://image.s5a.com/is/image/saks/0400093211447_247x329.jpg,Star-Studded Anchor Espadrilles,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447062877&R=8057001554713&P_name=Dolce+%26+Gabbana&N=306624248&bmUID=lAuuQJ6,Dolce & Gabbana,Flats
74,http://image.s5a.com/is/image/saks/0400093211615_247x329.jpg,Brocade Pineapple Espadrilles,$670.00,http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306624248&PRODUCT%3C%3Eprd_id=845524447062574&R=8057001555949&P_name=Dolce+%26+Gabbana&N=306624248&bmUID=lAuuQJ7,Dolce & Gabbana,Flats
